m,tau,t1_over_tau,gatemargin_over_tau,boundC,R_over_tau25,abs_sinw,prec_bits,r25_hp,sinw_hp,tau_hp
173,6.731803870820494059e-6,0.250001262219,0.750002103690,3.7139761557,-0.2579356672,0.9999999948,1354,-2.57935667230177289399034491959890218836349023276115116974618575650696945491455714038122896e-1,9.99999994805749904145474846455264503310965790131358000628353731639348597183026668523151345e-1,6.73180387082049433792275806509031780078120257275008310553052960373128199883957155311099010e-6
174,6.654869572640416799e-6,0.250001247794,0.750002079648,3.7139758273,0.2579356682,0.9999999949,1360,2.57935668165568428715994069151637618254469981921520199518219447162602762433168253797590716e-1,9.99999994865111810979015104762744488693746342559254418519083985871667606090612595831011775e-1,6.65486957264041657809744607127002166853880055829374127994908383806033540530455640277034572e-6
175,6.579246640950787955e-6,0.250001233615,0.750002056016,3.7139755045,-0.2579356691,0.9999999949,1365,-2.57935669085015853009582765821816603827316090320628840976107745609338345658904895110410861e-1,9.99999994923461888566315291191792216551292658366729609878612893417188452133725791231033207e-1,6.57924664095078813498243367759184324285161137957311363665146184830073352995489775670280957e-6
176,6.504905440731395594e-6,0.250001219676,0.750002032784,3.7139751872,0.2579356700,0.9999999950,1370,2.57935669988879859560702949846476443111231866253958975598772402994353708731784503288323509e-1,9.99999994980823002504564853156416779624556790165690298657441669675927122717102768034622235e-1,6.50490544073139519591910399715794196012177405706171660794372102084655798635494035563700539e-6
177,6.431817169393688108e-6,0.250001205971,0.750002009944,3.7139748753,-0.2579356709,0.9999999950,1376,-2.57935670877510625363348172771539784687973507867464596946801778281545908880782842320108907e-1,9.99999995037217376118966845953439892320828997324720934567495231049355312212060244197591303e-1,6.43181716939368777836492369701322069115108915431691562241790394469180325990575487074956196e-6
178,6.359953828878535690e-6,0.250001192497,0.750001987487,3.7139745685,0.2579356718,0.9999999951,1381,2.57935671751248546335686148266049678532650826856483101921730802813792996983366003678044160e-1,9.99999995092666611990629622633256454807897937340358817890128904632272409006177669709299584e-1,6.35995382887853580641809977294603155642232353103053247115938215563871197550541655861161427e-6
179,6.289288198839050336e-6,0.250001179247,0.750001965404,3.7139742669,-0.2579356726,0.9999999951,1386,-2.57935672610424563340322871391030587353732182672347698047664470861719130906662332898865666e-1,9.99999995147191712647297035349489167903112602657157833583235984929715993017910939643368298e-1,6.28928819883905070507463550498710911404263075338382877257401034113862893940709832815082612e-6
180,6.219793810860514676e-6,0.250001166217,0.750001943687,3.7139739703,0.2579356735,0.9999999952,1392,2.57935673455360475596731834608889184316481806478833250840336408063689059647651163061710283e-1,9.99999995200813100453917069637298246019110790724709150098521889472832766613495520328025311e-1,6.21979381086051488759026534931288577242940518909502945661936589197361415041770236437180581e-6
181,6.151444923671833177e-6,0.250001153401,0.750001922328,3.7139736785,-0.2579356743,0.9999999953,1397,-2.57935674286369242040005362653495191171993933058261781074483716331243283145329714177087743e-1,9.99999995253550636738219258783855474782144780440895113993812254097734118746291113851882431e-1,6.15144492367183298377910429273016929086759426046588724701624238974694357776698936406640040e-6
182,6.084216499305160502e-6,0.250001140796,0.750001901319,3.7139733916,0.2579356751,0.9999999953,1402,2.57935675103755271152833281028965612955943504219614769163764539897127724373696289278174421e-1,9.99999995305423640184741622411237877595274273409776903422423448990727274201875064189150796e-1,6.08421649930516054436437552487994176788246001634306175509373517567828446395572447876354248e-6
183,6.018084180162486148e-6,0.250001128396,0.750001880652,3.7139731093,-0.2579356759,0.9999999954,1408,-2.57935675907814699771843294329213379192117427818921512407219294776484834885392944889340452e-1,9.99999995356450904529112265405401366774476033115572886163272768059872108011955938766463264e-1,6.01808418016248600531884255439167242484982367426765656280423759207804118414615065483343137e-6
184,5.953024266949946757e-6,0.250001116197,0.750001860321,3.7139728316,0.2579356767,0.9999999954,1413,2.57935676698835661345059530096837810123182730595164982771116998014943049127570340513359461e-1,9.99999995406650715582843571828371980629694571647979221998985951753043385220370233780975990e-1,5.95302426694994715073423874172933563872811856120421948618686519280037289580622823674932031e-6
185,5.889013697442561050e-6,0.250001104195,0.750001840318,3.7139725584,-0.2579356775,0.9999999955,1418,-2.57935677477098544094168331103538147493007272631743853502015839898675438918859593347473179e-1,9.99999995456040867617432905407652408592508922198720672864538150779911649678854519941021656e-1,5.88901369744256095002480913483087450719952841753406217025745770403200351378064794097759476e-6
186,5.826030026043841651e-6,0.250001092385,0.750001820635,3.7139722896,0.2579356782,0.9999999955,1424,2.57935678242876239513446468632694267502968132080792785731629533435577132050986431464675386e-1,9.99999995504638679135177991038409267695518824771163025901288175663771339084939440573015007e-1,5.82603002604384180721779782542856140728502242982815091009235264120614449276423306289088199e-6
187,5.764051404106483806e-6,0.250001080764,0.750001801267,3.7139720250,-0.2579356790,0.9999999956,1429,-2.57935678996434381616534336394431105706040487335425138064034808381785476753643071678959688e-1,9.99999995552461008052803120163913681130253469673928228069276259091633596896599924134657141e-1,5.76405140410648388393366992125888447445300890615650342214955235859661117083813841039586282e-6
188,5.703056560981893772e-6,0.250001069328,0.750001782206,3.7139717647,0.2579356797,0.9999999956,1434,2.57935679738031577322657785462108796201252804529503199805750983491317162185345637912309259e-1,9.99999995599524266322749707416264089665765220744094221100052057530997169614390117206439236e-1,5.70305656098189380367629935582560907345647260765348868791187223518049800199973103622116919e-6
189,5.643024785767885794e-6,0.250001058071,0.750001763446,3.7139715085,-0.2579356805,0.9999999956,1440,-2.57935680467919628355353759539423105365205757809453375256288014117218351682750838883310077e-1,9.99999995645844434015807507900436559362790614616678786131866146606738693364224599989189347e-1,5.64302478576788592233927820165026657535230599329499618032453295656834917347909540020502399e-6
190,5.583935909725297949e-6,0.250001046992,0.750001744981,3.7139712563,0.2579356812,0.9999999957,1445,2.57935681186343745009177449023270955513323632172340413849045714509368739191214511514343142e-1,9.99999995691437072887647217850501834586821334993389172168574006920995053468032281916011395e-1,5.58393590972529834022612932297599561169761947247674745431831195701986229609384545551833180e-6
191,5.525770289335658620e-6,0.250001036086,0.750001726804,3.7139710080,-0.2579356819,0.9999999957,1450,-2.57935681893542752123206672119726219395944920005883284647606869177511759803698969802252055e-1,9.99999995736317339450757695307522820251697291935783672831279301915311831128847008374739724e-1,5.52577028933565851111076636912584309958289601633488558693549783412650165659888410132358018e-6
192,5.468508789973327086e-6,0.250001025349,0.750001708910,3.7139707636,0.2579356826,0.9999999958,1456,2.57935682589749287584360440663270946339986688551763527823836723284787151147988778888518213e-1,9.99999995780499997572288340711169243995253304126456384293590150241889448867172477857516381e-1,5.46850878997332696610583644924168611190773068184778213072830857907183751482959680068129857e-6
193,5.412132770166780258e-6,0.250001014779,0.750001691292,3.7139705230,-0.2579356833,0.9999999958,1461,-2.57935683275189993668564233071111809149732207850678914039864116966096581762147366103312833e-1,9.99999995823999430617346163416319943641012834324528890818274657977304197139850675274225855e-1,5.41213277016678034104851734254612825129828055499589729336628647866459363892945237818795999e-6
194,5.356624066424864465e-6,0.250001004371,0.750001673946,3.7139702860,0.2579356840,0.9999999959,1466,2.57935683950085701513578444543392095858717903101587434322928435947974457409458931410629941e-1,9.99999995866829653156394813851610180593173168274828405123058903725541224208091540951953724e-1,5.35662406642486435465461680025224243793446065838687301170449455834273023997752411070085598e-6
195,5.301964978604956889e-6,0.250000994122,0.750001656865,3.7139700527,-0.2579356846,0.9999999959,1472,-2.57935684614651609003815694684382664015714029428286668406006722201684709511144572344623438e-1,9.99999995909004322254546645515782638617604964214672492447142942822761363546457687966459297e-1,5.30196497860495717837641470406118117558479573609511163385760159524927709232866027830101965e-6
196,5.248138255801036681e-6,0.250000984030,0.750001640044,3.7139698230,0.2579356853,0.9999999960,1477,2.57935685269097452334666651089853272608738800135732158379947861350236478995087434853527013e-1,9.99999995950536748359726116146639614396439052525011669870935144642918495347830598892426835e-1,5.24813825580103709918347127474193681796074638840455256554826964513386084352816560705722051e-6
197,5.195127082730648307e-6,0.250000974090,0.750001623478,3.7139695967,-0.2579356859,0.9999999960,1482,-2.57935685913627671511694734046220643091383517774442899324681764877481015676732904890691403e-1,9.99999995991439905805911128838960011394301287618670305902669676268884064997568840124309184e-1,5.19512708273064863292354724626366180795020479124462722605859629524026678265660447671074260e-6
198,5.142915066600711259e-6,0.250000964300,0.750001607162,3.7139693739,0.2579356865,0.9999999960,1488,2.57935686548441570028511755947000681794595953717042396334706634242270040328423190279406190e-1,9.99999996031726442946925982855899572792192881517346396463768364288641999023600257140747856e-1,5.14291506660071123935599904461710211832960909598560551605075479592038558480005263517701763e-6
199,5.091486224433017093e-6,0.250000954657,0.750001591090,3.7139691543,-0.2579356872,0.9999999961,1493,-2.57935687173733468956175617606577438799329864406160890670613912843212278888048690779710898e-1,9.99999996071408691935563317716237562685027989813434823845068278698225568271620763526271140e-1,5.09148622443301728477979425554334667230076224572363534885736184298707496339650844645410452e-6
200,5.040824970831123795e-6,0.250000945158,0.750001575259,3.7139689381,0.2579356878,0.9999999961,1498,2.57935687789692855666526036524795589672079975738360569515830057659508879636743165163270653e-1,9.99999996110498678162150787506396476903864499217306732099995654535017052512386338591217851e-1,5.04082497083112349376562486256001552952999971804489923152325613473641447140259267899479466e-6
